Subject Id,Subject Title,Subject Level,Prerequisites,Corequisites,Joint Subjects,Equivalent Subjects,Meets With Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Instructors,Comm Req Attribute,Hass Attribute,Gir Attribute
"22.09","Principles of Nuclear Radiation Measurement and Protection","U","22.01",,,,"22.90",,Y,,,,"A. Danagoulian",,,"LAB"
"22.091","Independent Project in Nuclear Science and Engineering","U","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  M. Short\nSpring:  M. Short",,,
"22.093","Independent Project in Nuclear Science and Engineering","U","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  M. Short\nSpring:  M. Short",,,
"22.S092","Special Subject in Nuclear Science and Engineering","U","",,,,,,Y,Y,Y,Y,,,,
"22.S093","Special Subject in Nuclear Science and Engineering","U","",,,,,,Y,Y,Y,Y,,,,
"22.S094","Special Subject in Nuclear Science and Engineering","U","",,,,,,Y,Y,Y,Y,,,,
"22.EPE","UPOP Engineering Practice Experience","U","2.EPW,permission of instructor",,,,,,Y,,Y,,"Fall:  J. Crim\nSpring:  J. Crim",,,
"22.EPW","UPOP Engineering Practice Workshop","U","",,,,,,Y,Y,,,"Fall:  J. Crim",,,
"22.THT","Undergraduate Thesis Tutorial","U","",,,,,,Y,,,,"N. Gomes Loureiro",,,
"22.THU","Undergraduate Thesis","U","22.THT",,,,,,Y,Y,Y,Y,"Fall:  M. Short\nSpring:  M. Short",,,
"22.UR","Undergraduate Research Opportunities Program","U","",,,,,,Y,Y,Y,Y,"Fall:  M. Short\nSpring:  M. Short",,,
"22.URG","Undergraduate Research Opportunities Program","U","",,,,,,Y,Y,Y,Y,"M. Short",,,
"22.11","Applied Nuclear Physics","G","22.02,permission of instructor",,,,,,Y,,,,"B. Yildiz",,,
"22.12","Radiation Interactions, Control, and Measurement","G","8.02,permission of instructor",,,,,,Y,,,,"A. Danagoulian",,,
"22.13","Nuclear Energy Systems","G","22.01,2.005,permission of instructor",,,,,,,,Y,,"M. Bucci",,,
"22.14","Materials in Nuclear Engineering","G","Chemistry GIR,permission of instructor",,,,,,,,Y,,"J. Li",,,
"22.15","Essential Numerical Methods","G","12.010,permission of instructor",,,,,,Y,,,,"N. Gomes Loureiro",,,
"22.16","Nuclear Technology and Society","G","22.01,permission of instructor",,,,,,,,Y,,"R. Kemp",,,
"22.211","Nuclear Reactor Physics I","G","22.05",,,,,,,,Y,,"K. Smith",,,
"22.212","Nuclear Reactor Analysis II","G","22.211",,,,,,Y,,,,"K. Smith",,,
"22.213","Nuclear Reactor Physics III","G","22.211",,,,,"2018-2019",,,Y,,"B. Forget",,,
"22.251","Systems Analysis of the Nuclear Fuel Cycle","G","22.05",,,,,"2017-2018",Y,,,,,,,
"22.312","Engineering of Nuclear Reactors","G","2.001;2.005;permission of instructor",,,,,,Y,,,,"J. Buongiorno",,,
"22.313","Thermal Hydraulics in Power Technology","G","2.006,10.302,22.312,permission of instructor",,"2.59[J],10.536[J]",,,"2018-2019",Y,,,,"M. Bucci",,,
"22.315","Applied Computational Fluid Dynamics and Heat Transfer","G","Permission of instructor",,,,,,,,Y,,"E. Baglietto",,,
"22.33","Nuclear Engineering Design","G","22.312",,,,"22.033",,Y,,,,,,,
"22.38","Probability and Its Applications To Reliability, Quality Control, and Risk Assessment","G","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"22.39","Integration of Reactor Design, Operations, and Safety","G","22.211;22.312",,,,,,Y,,,,"E. Baglietto",,,
"22.40","Fundamentals of Advanced Energy Conversion","G","2.006,2.051,2.06,permission of instructor",,"2.62[J],10.392[J]",,"2.60[J],10.390[J]","2017-2018",,,Y,,,,,
"22.51","Quantum Theory of Radiation Interactions","G","22.11",,,,,"2017-2018",Y,,,,,,,
"22.55","Radiation Biophysics","G","Permission of instructor",,"HST.560[J]",,"22.055","2017-2018",,,Y,,,,,
"22.561","Magnetic Resonance Analytic, Biochemical, and Imaging Techniques","G","Permission of instructor",,"HST.584[J]",,,"2018-2019",,,Y,,"L. Wald",,,
"22.611","Introduction to Plasma Physics I","G","6.013,8.07;18.04","18.075","8.613[J]",,,,Y,,,,"I. Hutchinson",,,
"22.612","Introduction to Plasma Physics II","G","8.613",,"8.614[J]",,,"2017-2018",,,Y,,,,,
"22.615","MHD Theory of Fusion Systems","G","22.611J,8.613J",,,,,"2017-2018",,,Y,,,,,
"22.616","Plasma Transport Theory","G","22.615",,,,,"2017-2018",Y,,,,,,,
"22.617","Plasma Turbulence and Transport","G","22.616,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"22.62","Fusion Energy","G","22.611",,,,,,,,Y,,"J. Freidberg",,,
"22.63","Engineering Principles for Fusion Reactors","G","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"22.67","Principles of Plasma Diagnostics","G","8.613J,22.611J",,,,,"2018-2019",Y,,,,"A. White",,,
"22.71","Modern Physical Metallurgy","G","3.022;3.032",,"3.40[J]",,"3.14",,Y,,,,"J. Li",,,
"22.72","Corrosion: The Environmental Degradation of Materials","G","3.012",,"3.54[J]",,,"2017-2018",,,Y,,,,,
"22.73","Defects in Materials","G","3.21;3.22",,"3.33[J]",,,"2017-2018",Y,,,,,,,
"22.74","Radiation Damage and Effects in Nuclear Materials","G","22.14,3.21,permission of instructors",,"3.31[J]",,,,Y,,,,"M. Short",,,
"22.75","Properties of Solid Surfaces","G","3.20,3.21,permission of instructor",,"3.30[J]",,,,,,Y,,"B. Yildiz",,,
"22.78","Principles of Nuclear Chemical Engineering and Waste Management","G","Permission of instructor",,,,,"2018-2019",,,Y,,"C. Forsberg",,,
"22.811","Sustainable Energy","G","Permission of instructor",,"1.818[J],2.65[J],10.391[J],11.371[J]",,"2.650[J],10.291[J],22.081[J]",,Y,,,,"M. Golay",,,
"22.812","Managing Nuclear Technology","G","Permission of instructor",,,,,,,,Y,,,,,
"22.813","Energy Technology and Policy:  From Principles to Practice","G","",,"5.00[J],6.929[J],10.579[J]",,,,,,Y,,,,,
"22.814","Nuclear Weapons and International Security","G","",,"17.474[J]",,,"2017-2018",Y,,,,,,,
"22.90","Nuclear Science and Engineering Laboratory","G","permission of instructor",,,,"22.09",,Y,,,,,,,
"22.901","Independent Project in Nuclear Science and Engineering","G","Permission of instructor",,,,,,Y,,Y,Y,"Fall:  J. Li\nSpring:  J. Li",,,
"22.911","Seminar in Nuclear Science and Engineering","G","",,,,,,Y,,,,"B. Baker",,,
"22.912","Seminar in Nuclear Science and Engineering","G","",,,,,,,,Y,,"N. Gomes Loureiro",,,
"22.921","Nuclear Power Plant Dynamics and Control","G","",,,,,,,Y,,,"J. Bernard",,,
"22.93","Teaching Experience in Nuclear Science & Engineering","G","Permission of department",,,,,,Y,,Y,Y,"Fall:  D. Whyte\nSpring:  D. Whyte",,,
"22.94","Research in Nuclear Science and Engineering","G","Permission of research supervisor",,,,,,Y,,Y,Y,"Fall:  J. Li\nSpring:  J. Li",,,
"22.S902","Special Subject in Nuclear Science and Engineering","G","Permission of instructor",,,,,,,Y,Y,,"R. Ballinger",,,
"22.S903","Special Subject in Nuclear Science and Engineering","G","Permission of instructor",,,,,,,Y,Y,,"R. Ballinger",,,
"22.S904","Special Subject in Nuclear Science and Engineering","G","Permission of instructor",,,,,,,Y,Y,,"R. Ballinger",,,
"22.S905","Special Subject in Nuclear Science and Engineering","G","Permission of instructor",,,,,,,Y,Y,,"R. Ballinger",,,
"22.THG","Graduate Thesis","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  J. Li\nSpring:  J. Li",,,
"24.00","Problems of Philosophy","U","",,,,,,,,Y,,"A. Byrne","CI-H","HASS-H",
"24.01","Classics of Western Philosophy","U","",,,,,,Y,,,,"S. Haslanger","CI-H","HASS-H",
"24.02","Moral Problems and the Good Life","U","",,,,,,Y,,,,"K. Setiya","CI-H","HASS-H",
"24.03","Good Food: The Ethics and Politics of Food","U","",,,,,"2017-2018",,,Y,,,"CI-H","HASS-H",
"24.04","Justice","U","",,"17.01[J]",,,,,,Y,,"S. Hahn","CI-H","HASS-H",
"24.05","Philosophy of Religion","U","",,,,,,,,Y,,"J. Spencer","CI-H","HASS-H",
"24.06","Bioethics","U","",,"STS.006[J]",,,"2017-2018",,,Y,,,"CI-H","HASS-H",
"24.07","The Ethics of Climate Change","U","",,,,,,,,Y,,"C. Hare, K. Setiya","CI-H","HASS-H",
"24.08","Philosophical Issues in Brain Science","U","",,"9.48[J]",,,,Y,,,,"E. Green","CI-H","HASS-H",
"24.09","Minds and Machines","U","",,,,,"2017-2018",,,Y,,,"CI-H","HASS-H",
"24.111","Philosophy of Quantum Mechanics","U","",,,,,"2017-2018",,,Y,,,,"HASS-H",
"24.112","Space, Time, and Relativity","U","",,,,,"2017-2018",,,Y,,,,"HASS-H",
"24.115","Philosophy and Time","U","",,,,,"2017-2018",Y,,,,,,"HASS-H",
"24.118","Paradox and Infinity","U","",,,,,,,,Y,,"A. Rayo",,"HASS-H",
"24.120","Moral Psychology","U","",,,,,,,,Y,,"E. J. Green",,"HASS-H",
"24.130","Philosophy and the Arts","U","",,,,,,Y,,,,"B. Skow",,"HASS-H",
"24.200","Ancient Philosophy","U","One Philosophy subject,permission of instructor",,,,"24.420",,Y,,,,,,"HASS-H",
"24.201","Topics in the History of Philosophy","U","One philosophy subject,permission of instructor",,,,,,Y,,Y,,"Fall:  T. Schapiro\nSpring:  K. Meadows",,"HASS-H",
"24.211","Theory of Knowledge","U","One philosophy subject",,,,,,,,Y,,"M. Schoenfield",,"HASS-H",
"24.215","Topics in the Philosophy of Science","U","One philosophy subject",,,,,"2017-2018",,,Y,,,,"HASS-H",
"24.221","Metaphysics","U","One philosophy subject",,,,,,Y,,,,"S. Yablo",,"HASS-H",
"24.222","Decisions, Games and Rational Choice","U","",,,,,"2017-2018",,,Y,,,,"HASS-H",
"24.230","Meta-ethics","U","One philosophy subject,permission of instructor",,,,,"2017-2018",Y,,,,,,"HASS-H",
"24.231","Ethics","U","One philosophy subject",,,,,,,,Y,,"T. Schapiro",,"HASS-H",
"24.235","Philosophy of Law","U","One Philosophy subject,permission of instructor",,"17.021[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"24.236","Topics in Social Theory and Practice","U","One philsophy subject,permission of instructor",,,,"24.636",,,,Y,,"S. Haslanger",,"HASS-H",
"24.237","Feminist Thought","U","",,"17.007[J],WGS.301[J]",,"17.006[J],24.637[J]",,Y,,,,"E. Wood",,"HASS-H",
"24.241","Logic I","U","",,,,,,Y,,,,"M. Schoenfield",,"HASS-H",
"24.242","Logic II","U","24.241,permission of instructor",,,,,"2017-2018",,,Y,,,,"HASS-H",
"24.243","Classical Set Theory","U","24.241,permission of instructor",,,,,"2017-2018",,,Y,,,,"HASS-H",
"24.244","Modal Logic","U","24.241",,,,,,Y,,,,"V. Mcgee",,"HASS-H",
"24.245","Theory of Models","U","24.241,permission of instructor",,,,,"2017-2018",Y,,,,,,"HASS-H",
"24.251","Introduction to Philosophy of Language","U","One philosophy subject",,,,,"2017-2018",,,Y,,,,"HASS-H",
"24.253","Philosophy of Mathematics","U","One philosophy subject,permission of instructor",,,,,"2017-2018",Y,,,,,,"HASS-H",
"24.260","Topics in Philosophy","U","Two subjects in philosophy",,,,,,Y,,,,"C. Hare",,"HASS-H",
"24.280","Foundations of Probability","U","One philosophy subject,one subject on probability",,,,,,,,Y,,"R. White",,"HASS-H",
"24.292","Independent Study: Philosophy","U","Any two subjects in philosophy",,,,,,Y,,,,,,,
"24.293","Independent Study: Philosophy","U","Any two subjects in philosophy",,,,,,,,Y,,,,,
"24.S00","Special Subject: Philosophy","U","",,,,,,Y,,Y,,,,,
"24.S20","Special Subject: Philosophy","U","One philosophy subject,permission of instructor",,,,,,Y,,Y,,,,,
"24.UR","Undergraduate Research","U","",,,,,,Y,Y,Y,Y,"Fall:  J. Purdy\nSpring:  J. Purdy",,,
"24.URG","Undergraduate Research","U","",,,,,,Y,Y,Y,Y,"J. Purdy",,,
"24.191","Being, Thinking, Doing (or Not): Ethics in Your Life","U","",,,,,,,,Y,,"S. Haslanger",,,
"24.192","Language, Information, and Power","G","One philosophy subject,permission of instructor",,,,,,Y,,,,"J. Khoo",,,
"24.400","Proseminar in Philosophy I",,"Permission of instructor",,,,,,,,,,"R. White",,,
"24.401","Proseminar in Philosophy II","G","Permission of instructor",,,,,,,,Y,,"B. Skow, S. Yablo",,,
"24.410","Topics in the History of Philosophy","G","Permission of instructor",,,,,,,,Y,,"K. Meadows",,,
"24.420","Ancient Philosophy","G","Permission of instructor",,,,"24.200",,Y,,,,"K. Meadows",,,
"24.500","Topics in Philosophy of Mind","G","Permission of instructor",,,,,,,,Y,,"E. J. Green",,,
"24.501","Problems in Metaphysics","G","Permission of instructor",,,,,,Y,,,,"A. Byrne",,,
"24.502","Topics in Metaphysics and Ethics","G","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"24.503","Topics in Philosophy of Religion","G","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"24.601","Topics in Moral Philosophy","G","Permission of instructor",,,,,,,,Y,,"C. Hare, K. Setiya",,,
"24.602","Topics in the Philosophy of Agency","G","Permission of instructor",,,,,,,,Y,,"T. Schapiro",,,
"24.611","Political Philosophy","G","Permission of instructor",,"17.000[J]",,,"2018-2019",Y,,,,"S. Hahn",,,
"24.635","Topics in Critical Social Theory","G","Permission of instructor",,,,,,,,Y,,"S. Haslanger",,,
"24.636","Topics in Social Theory and Practice","G","",,,,"24.236",,,,Y,,"S. Haslanger",,,
"24.637","Feminist Thought","G","Permission of instructor;based on previous coursework",,"17.006[J]",,"17.007[J],24.237[J],WGS.301[J]",,Y,,,,"S. Haslanger",,,
"24.711","Topics in Philosophical Logic","G","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"24.729","Topics in Philosophy of Language","G","Permission of instructor",,,,,,Y,,,,"J. Khoo",,,
"24.805","Topics in Theory of Knowledge","G","Permission of instructor",,,,,,,,Y,,"M. Schoenfield, R. White",,,
"24.810","Topics in Philosophy of Science","G","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"24.891","Independent Study: Philosophy","G","Permission of advisor",,,,,,Y,,Y,Y,,,,
"24.892","Independent Study: Philosophy","G","Permission of advisor",,,,,,Y,,Y,Y,,,,
"24.893","Dissertation Workshop","G","Permission of Instructor",,,,,,Y,,Y,,,,,
"24.THG","Graduate Thesis","G","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"24.S40","Special Seminar: Philosophy","G","",,,,,,Y,,Y,,,,,
"24.S41","Special Seminar: Philosophy","G","Permission of Instructor",,,,,,Y,Y,,Y,"B. Skow",,,
"24.900","Introduction to Linguistics","U","",,,"24.9000",,,Y,,,,"A. Albright","CI-H","HASS-S",
"24.9000","How Language Works","U","",,,"24.900",,,,,Y,,"K. von Fintel",,"HASS-S",
"24.901","Language and Its Structure I: Phonology","U","24.900",,,,"24.931",,Y,,,,"M. Kenstowicz",,"HASS-S",
"24.902","Language and Its Structure II: Syntax","U","24.900",,,,"24.932",,Y,,,,"N. Richards",,"HASS-S",
"24.903","Language and Its Structure III: Semantics and Pragmatics","U","24.900",,,,"24.933",,,,Y,,"R. Schwarzschild",,"HASS-S",
"24.904","Language Acquisition","U","24.900,permission of instructor",,,,,,,,Y,,"M. Hackl",,"HASS-S",
"24.905","Laboratory in Psycholinguistics","U","9.00,24.900",,"9.59[J]",,,,,,Y,,"E. Gibson",,,"LAB"
"24.906","The Linguistic Study of Bilingualism","U","24.900",,"21G.024[J]",,,,Y,,,,"S. Flynn","CI-H","HASS-S",
"24.907","Abnormal Language","U","24.900,permission of instructor",,"9.56[J]",,,,Y,,,,,,"HASS-S",
"24.908","Creole Languages and Caribbean Identities","U","",,,,,,,,Y,,"M. DeGraff","CI-H","HASS-S",
"24.909","Field Methods in Linguistics","U","24.901;24.902;permission of instructor",,,,,"2017-2018",,,Y,,,,,"LAB"
"24.910","Advanced Topics in Linguistic Analysis","U","24.901;24.902;24.903;permission of instructor",,,,,"2017-2018",,,Y,,,,"HASS-S",
"24.912","Black Matters:  Introduction to Black Studies","U","",,"21H.106[J],21L.008[J],21W.741[J],WGS.190[J]",,,,,,Y,,"M. DeGraff, D. Fox Harrell","CI-H",,
"24.913","Language and Technology","U","",,"21A.503[J],STS.070[J]",,,"2017-2018",Y,,,,,,"HASS-S",
"24.914","Language Variation and Change","U","24.900",,,,,"2017-2018",,,Y,,,,"HASS-S",
"24.915","Linguistic Phonetics","U","24.900",,,,"24.963",,,,Y,,"E. Flemming",,"HASS-S",
"24.916","Old English and Beowulf","U","",,"21L.601[J]",,,,,,Y,,"A. Bahr",,"HASS-H",
"24.918","Workshop in Linguistic Research","U","24.901;24.902;24.903;permission of instructor",,,,,,,,Y,,"D. Pesetsky",,"HASS-S",
"24.919","Independent Study: Linguistics","U","",,,,,,Y,,Y,Y,"Fall:  J. Purdy\nSpring:  J. Purdy",,,
"24.UR","Undergraduate Research","U","",,,,,,Y,Y,Y,Y,"Fall:  J. Purdy\nSpring:  J. Purdy",,,
"24.URG","Undergraduate Research","U","",,,,,,Y,Y,Y,Y,"J. Purdy",,,
"24.S90","Special Subject: Linguistics","G","24.900,permission of instructor",,,,,,Y,,Y,,,,,
"24.921","Independent Study: Linguistics","G","Permission of advisor",,,,,,Y,,Y,Y,"Fall:  J. Purdy\nSpring:  J. Purdy",,,
"24.922","Independent Study: Linguistics","G","Permission of advisor",,,,,,Y,,Y,Y,"Fall:  J. Purdy\nSpring:  J. Purdy",,,
"24.931","Language and Its Structure I: Phonology","G","24.900,permission of instructor",,,,"24.901",,Y,,,,,,,
"24.932","Language and Its Structure II: Syntax","G","24.900,permission of the instructor",,,,"24.902",,Y,,,,,,,
"24.933","Language and Its Structure III: Semantics and Pragmatics","G","24.900,permission of instructor",,,,"24.903",,,,Y,,"R. Schwarzschild",,,
"24.942","Topics in the Grammar of a Less Familiar Language","G","24.951",,,,,,,,Y,,"M. Kenstowicz, N. Richards",,,
"24.943","Syntax of a Language (Family)","G","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"24.946","Linguistic Theory and Japanese Language","G","Permission of instructor",,,,,,Y,,,,"S. Miyagawa",,,
"24.947","Language Disorders in Children","G","",,,,,"2017-2018",,,Y,,,,,
"24.948","Linguistic Theory and Second and Third Language Acquisition in Children and Adults","G","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"24.949","Language Acquisition I","G","Permission of instructor",,"9.601[J]",,,,Y,,,,,,,
"24.951","Introduction to Syntax","G","Permission of instructor",,,,,,Y,,,,"D. Pesetsky",,,
"24.952","Advanced Syntax","G","24.951",,,,,,,,Y,,"S. Iatridou, D. Pesetsky",,,
"24.954","Pragmatics in Linguistic Theory","G","Permission of instructor",,,,,,,,Y,,"D. Fox",,,
"24.955","More Advanced Syntax","G","24.951;24.952",,,,,"2017-2018",,,Y,,,,,
"24.956","Topics in Syntax","G","24.951",,,,,,Y,,Y,,"Fall:  D. Fox, N. Richards, N. Richards",,,
"24.960","Syntactic Models","G","24.951;24.952",,,,,"2017-2018",Y,,,,,,,
"24.961","Introduction to Phonology","G","Permission of instructor",,,,,,Y,,,,"E. Flemming",,,
"24.962","Advanced Phonology","G","24.961",,,,,,,,Y,,"M. Kenstowicz, S. Zukoff",,,
"24.963","Linguistic Phonetics","G","",,,,"24.915",,,,Y,,"E. Flemming",,,
"24.964","Topics in Phonology","G","24.961",,,,,,Y,,Y,,"Fall:  S. Zukoff\nSpring:  N. Feldman, R. Katzir, R. Levy",,,
"24.965","Morphology","G","Permission of instructor",,,,,,Y,,,,"A. Albright",,,
"24.966","Laboratory on the Physiology, Acoustics, and Perception of Speech","G","Permission of instructor",,"6.542[J],HST.712[J]",,,,,,Y,,"S. Shattuck-Hufnagel",,,
"24.967","Topics in Experimental Phonology","G","24.961,24.963,permission of instructor",,,,,"2017-2018",Y,,,,,,,
"24.970","Introduction to Semantics","G","Permission of instructor",,,,,,Y,,,,,,,
"24.973","Advanced Semantics","G","Permission of instructor",,,,,,,,Y,,"K. von Fintel, I. Heim",,,
"24.979","Topics in Semantics","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  S. Iatridou\nSpring:  D. Fox, I. Heim, R. Schwarzschild",,,
"24.981","Topics in Computational Phonology","G","24.961,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"24.991","Workshop in Linguistics","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  M. Kenstowicz\nSpring:  E. Flemming, S. Iatridou",,,
"24.993","Tutorial in Linguistics and Related Fields","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  J. Purdy",,,
"24.THG","Graduate Thesis","G","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"24.S93","Special Seminar: Linguistics","G","",,,,,,Y,,Y,,,,,
"24.S94","Special Seminar: Linguistics","G","Permission of instructor",,,,,,Y,,,,,,,
"24.S95","Special Seminar: Linguistics","G","Permission of Instructor",,,,,,Y,,Y,,,,,
"24.S96","Special Seminar: Linguistics","G","Permission of Instructor",,,,,,Y,,Y,,,,,
"CC.5111","Principles of Chemical Science","U","","CC.A10,CC.010",,,,,Y,,,,"E. Vogel",,,"CHEM"
"CC.512","Organic Chemistry I","U","Chemistry GIR","CC.A10,CC.010,CC.011",,"5.12",,,,,Y,,"E. Vogel",,,"REST"
"CC.181A","Calculus","U","Knowledge of differentiation;elememtary integration","CC.A10,CC.010",,"18.01,18.01A,ES.181A",,,Y,,,,"R. Winters",,,"CAL1"
"CC.182A","Calculus","U","Calculus I GIR","CC.A10,CC.010,CC.011",,"18.02,18.02A,ES.182A",,,Y,Y,,,"Fall:  R. Winters",,,"CAL2"
"CC.1802","Calculus","U","Calculus I GIR","CC.A10,CC.010,CC.011",,,,,Y,,,,"R. Winters",,,"CAL2"
"CC.1803","Differential Equations","U","","Calculus II GIR;CC.A10,CC.010,CC.011",,"18.03,18.032,ES.1803",,,,,Y,,"R. Winters",,,"REST"
"CC.801","Physics I","U","","CC.A10,CC.010",,,"CC.8012",,Y,,,,"S. Drasco",,,"PHY1"
"CC.8012","Physics I","U","","CC.A10,CC.010",,,"CC.801",,Y,,,,,,,"PHY1"
"CC.802","Physics II","U","Physics I GIR;Calculus I GIR","CC.A10,CC.010,CC.011",,,"CC.8022",,,,Y,,,,,"PHY2"
"CC.8022","Physics II","U","Physics I GIR","Calculus II GIR",,,"CC.802",,,,Y,,,,,"PHY2"
"CC.110","Becoming Human: Ancient Greek Perspectives on the Good Life","U","","CC.A10,CC.010",,,,,Y,,,,"L. Rabieh","CI-H","HASS-H",
"CC.111","Modern Conceptions of Freedom","U","",,"17.04[J]",,,"2017-2018",,,Y,,,"CI-H","HASS-H",
"CC.116","How to Rule the World: The Promises and Pitfalls of Politics, War, and Empire","U","",,,,,"2017-2018",,,Y,,,"CI-H","HASS-H",
"CC.117","Humane Warfare:  Ancient and Medieval Perspectives on Ethics in War","U","",,"17.05[J]",,,"2018-2019",,,Y,,"L. Rabieh","CI-H","HASS-H",
"CC.120","Making Books in the Renaissance and Today","U","",,"21H.343[J]",,,,Y,,,,"J. Ravel",,"HASS-A",
"CC.010","Seminar I","U","Permission of instructor",,,,"CC.A10",,Y,,,,"A. Mc Cants",,,
"CC.011","Seminar II","U","",,,,,,,,Y,,"A. Mc Cants",,,
"CC.012","Continuing Conversations","U","",,,,,,Y,,Y,,"Fall:  L. Rabieh\nSpring:  L. Rabieh",,,
"CC.200","Concourse Program Undergraduate Teaching","U","Permission of instructor",,,,,,Y,Y,Y,,,,,
"CC.210","Independent Study","U","Permission of instructor",,,,,,Y,Y,Y,,"Fall:  L. Rabieh\nSpring:  L. Rabieh",,,
"CC.220","Independent Study","U","",,,,,,,,Y,,,,,
"CC.UR","Undergraduate Research","U","Permission of instructor",,,,,,Y,,Y,,,,,
"CC.S10","Special Subject: Concourse","U","Permission of instructor",,,,,,Y,Y,Y,,"Spring:  P. Cogliano",,,
"CC.S11","Special Subject: Concourse","U","",,,,,,Y,Y,Y,,"Fall:  L. Rabieh\nSpring:  P. Cogliano",,,
"CC.S20","Special Subject: Concourse","U","",,,,,,Y,Y,Y,,,,,
"CC.S21","Special Subject: Concourse","U","",,,,,,Y,Y,Y,,,,,
"CSB.100","Topics in Computational and Systems Biology","G","Permission of instructor",,"7.89[J]",,,,Y,,,,"C. Burge",,,
"CSB.110","Research Rotations in Computational and Systems Biology","G","Permission of instructor",,,,,,Y,,Y,,,,,
"CSB.190","Research Problems in Computational and Systems Biology","G","Permission of instructor",,,,,,Y,,Y,Y,,,,
"CSB.199","Teaching Experience in Computational Systems Biology","G","Permission of instructor",,,,,,Y,Y,Y,,,,,
"CSB.THG","Graduate Thesis","G","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"EC.050","Re-create Experiments from History: Inform the Future from the Past","U","",,,,"EC.090",,Y,Y,Y,,"Fall:  E. Cavicchi\nSpring:  E. Cavicchi",,,
"EC.074","The Start-up Experience at MIT","U","",,,,,,Y,,,,"J. Hadzima",,,
"EC.075","Starting Up New Technology-Based Business Enterprises at MIT","U","",,,,,,,,Y,,"J. Hadzima",,,
"EC.090","Re-create Experiments from History: Inform the Future from the Past","G","",,,,"EC.050",,Y,Y,Y,,,,,
"EC.110","Introduction to Digital Electronics","U","",,"6.072[J]",,,,Y,,Y,,"Fall:  J. Bales\nSpring:  J. Bales",,,
"EC.120","Electronics Project Laboratory","U","",,"6.070[J]",,,,Y,,Y,,"Fall:  J. Bales\nSpring:  J. Bales",,,
"EC.210","Visualization for Mathematics, Science, and Technology Education","U","",,,,,,,,Y,,,,,
"EC.305","Digital and Darkroom Imaging","U","",,,"EC.310","EC.A305",,Y,,,,"T. Mislick",,,
"EC.310","Creative Imaging","U","",,,"EC.305,EC.A305",,,,,Y,,"T. Mislick",,,
"EC.700","D-Lab: Field Study","U","One D;Lab subject;permission of instructor",,,,,,,Y,,,"A. Smith",,,
"EC.701","D-Lab: Development","U","",,"11.025[J]",,"11.472[J],EC.781[J]",,Y,,,,"S. Hsu",,"HASS-S",
"EC.702","Cross-Cultural Investigations: Technology and Development","U","",,"21A.801[J],STS.071[J]",,"EC.792[J],21A.839[J],STS.481[J]","2017-2018",,,Y,,,,"HASS-S",
"EC.711","D-Lab: Energy","U","",,"2.651[J]",,"EC.791",,,,Y,,"S. Hsu",,,
"EC.713","D-Lab Schools: Building Technology Laboratory","U","Physics I GIR;Calculus I GIR",,"4.411[J]",,,,Y,,,,"L. Norford",,,"LAB"
"EC.714","D-Lab: Earth","U","",,,,,"2017-2018",,,Y,,,,,
"EC.715","D-Lab: Water, Sanitation, Hygiene and Environmental Innovations for the Common Good","U","",,,,"11.474",,Y,,,,"S. Murcott",,,
"EC.716","D-Lab: Waste","U","",,,,"EC.786","2017-2018",Y,,,,,,,
"EC.717","D-Lab: Education and Learning","U","",,,,"EC.787",,,,Y,,"L. Nam",,,
"EC.718","D-Lab: Gender","U","",,,,"EC.798",,Y,,,,"K. Mytty",,,
"EC.719","D-Lab: Water, Climate Change, and Health","U","",,,,"EC.789",,,,Y,,"S. Murcott",,,
"EC.720","D-Lab: Design","U","2.670,permission of the instructor",,"2.722[J]",,,,,,Y,,"S. Grama",,,
"EC.721","D-Lab: Mobility Technology for, by, and with People with Disabilities","U","",,,,,"2017-2018",Y,,,,,,,
"EC.722","Prosthetics for the Developing World","U","",,,,,"2017-2018",,,Y,,,,,
"EC.724","D-Lab: Smallholder Agriculture","U","",,,,"EC.784",,,,Y,,"G. Jones",,,
"EC.729","D-Lab: Design for Scale","U","Permission of instructor",,"2.729[J]",,,,Y,,,,"H. Quintus-Bosz",,,
